question_id,question,options,rationale,correct,source,s3_output_context,s3_output_Q,s3_output_choices,s3_conditions,s4_prg_encode_context_0,s4_prg_encode_Q_0,s4_prg_encode_choices_0,s4_prg_encode_context_20,s4_prg_encode_Q_20,s4_prg_encode_choices_20,s4_prg_encode_context_40,s4_prg_encode_Q_40,s4_prg_encode_choices_40,s4_prg_encode_context_60,s4_prg_encode_Q_60,s4_prg_encode_choices_60,s4_prg_encode_context_80,s4_prg_encode_Q_80,s4_prg_encode_choices_80
86193,"If a coin is flipped, the probability that the coin will land tails is 1/2. If the coin is flipped 5 times, what is the probability that it will land tails up on the first 2 flips and not on the last 3 flips?","['3/5', '1/32', '1/5', '1/4', '1/2']",(1/2) * (1/2) * (1/2) * (1/2) * (1/2) = 1/32 Answer: B,1,train.json,(1/2) * (1/2) * (1/2) * (1/2) * (1/2) = 1/32 Answer: B,"If a coin is flipped, the probability that the coin will land tails is 1/2. If the coin is flipped 5 times, what is the probability that it will land tails up on the first 2 flips and not on the last 3 flips?","['3/5', '1/32', '1/5', '1/4', '1/2']",,,"If a coin is flipped, the probability that the coin will land tails is 1/2. If the coin is flipped 5 times, what is the probability that it will land tails up on the first 2 flips and not on the last 3 flips?","['3/5', '1/32', '1/5', '1/4', '1/2']",,"If a coin is flipped, the <r005> that the coin will land tails is 1/2. If the coin is flipped 5 times, what is the <r005> that it will land tails up on the first 2 flips and not on the last 3 flips?","['3/5', '1/32', '1/5', '1/4', '1/2']",,"If a <r001> is <r002>, the probability that the <r001> will land tails is 1/2. If the <r001> is <r002> 5 times, what is the probability that it will land tails up on the first 2 <r002> and not on the <r004> 3 <r002>?","['3/5', '1/32', '1/5', '1/4', '1/2']",,"If a <r001> is flipped, the <r005> that the <r001> will land <r006> is 1/2. If the <r001> is flipped 5 times, what is the <r005> that it will land <r006> up on the first 2 flips and not on the <r004> 3 flips?","['3/5', '1/32', '1/5', '1/4', '1/2']",,"If a <r001> is <r002>, the probability that the <r001> will <r003> <r006> is 1/2. If the <r001> is <r002> 5 <r007>, what is the probability that it will <r003> <r006> up on the first 2 <r002> and not on the <r004> 3 <r002>?","['3/5', '1/32', '1/5', '1/4', '1/2']"
78536,"A rectangular floor that measures 24 meters by 64 meters is to be covered with carpet squares that each measure 8 meters by 8 meters. If the carpet squares cost $24 apiece, what is the total cost for the number of carpet squares needed to cover the floor?","['$200', '$576', '$480', '$960', '$1,920']","The width of the rectangular floor(24 m) is a multiple of one side of the square(8 m), and the length of the floor(64 m) is also a multiple of the side of the square. So the number of carpets to cover the floor is (24/8)*(64/8)=24.
The total cost is 24*24=$576.
The answer is, therefore, B.",1,train.json,"The width of the rectangular floor(24 m) is a multiple of one side of the square(8 m), and the length of the floor(64 m) is also a multiple of the side of the square. So the number of carpets to cover the floor is (24/8)*(64/8)=24.
The total cost is 24*24=$576.
The answer is, therefore, B.","A rectangular floor that measures 24 meters by 64 meters is to be covered with carpet squares that each measure 8 meters by 8 meters. If the carpet squares cost $24 apiece, what is the total cost for the number of carpet squares needed to cover the floor?","['$200', '$576', '$480', '$960', '$1,920']",,,"A rectangular floor that measures 24 meters by 64 meters is to be covered with carpet squares that each measure 8 meters by 8 meters. If the carpet squares cost $24 apiece, what is the total cost for the number of carpet squares needed to cover the floor?","['$200', '$576', '$480', '$960', '$1,920']",,"A rectangular <r006> that measures 24 meters by 64 meters is to be covered with carpet squares that each measure 8 meters by 8 meters. If the carpet squares cost $24 apiece, what is the total cost for the <r009> of carpet squares needed to cover the <r006>?","['$200', '$576', '$480', '$960', '$1,920']",,"A <r010> <r006> that measures 24 meters by 64 meters is to be <r005> with carpet squares that each measure 8 meters by 8 meters. If the carpet squares cost $24 apiece, what is the total cost for the <r009> of carpet squares <r008> to <r005> the <r006>?","['$200', '$576', '$480', '$960', '$1,920']",,"A <r010> <r006> that measures <r001> meters by 64 meters is to be covered with <r003> squares that each measure 8 meters by 8 meters. If the <r003> squares <r004> $<r001> <r002>, what is the total <r004> for the <r009> of <r003> squares needed to cover the <r006>?","['$200', '$576', '$480', '$960', '$1,920']",,"A <r010> <r006> that <r007> 24 meters by 64 meters is to be covered with <r003> <r011> that each <r007> 8 meters by 8 meters. If the <r003> <r011> <r004> $24 <r002>, what is the <r012> <r004> for the <r009> of <r003> <r011> <r008> to cover the <r006>?","['$200', '$576', '$480', '$960', '$1,920']"
66930,"22 people are there, they are shaking hands together, how many hand shakes possible, if they are in pair of cyclic sequence.","['21', '22', '44', '45', '46']","n for cyclic hand shake and n-1 for linear handshake.
so here no of hand shake is 22.
ANSWER:B",1,train.json,"n for cyclic hand shake and n-1 for linear handshake.
so here no of hand shake is 22.
ANSWER:B","22 people are there, they are shaking hands together, how many hand shakes possible, if they are in pair of cyclic sequence.","['21', '22', '44', '45', '46']",,,"22 people are there, they are shaking hands together, how many hand shakes possible, if they are in pair of cyclic sequence.","['21', '22', '44', '45', '46']",,"22 <r005> are there, they are shaking hands together, how many hand shakes possible, if they are in <r004> of cyclic sequence.","['21', '22', '44', '45', '46']",,"22 <r005> are there, they are <r008> hands together, how <r003> hand <r008> <r006>, if they are in pair of cyclic sequence.","['21', '22', '44', '45', '46']",,"22 <r005> are <r009>, they are shaking <r002> <r010>, how many <r002> shakes possible, if they are in <r004> of cyclic <r007>.","['21', '22', '44', '45', '46']",,"22 <r005> are <r009>, they are shaking <r002> <r010>, how <r003> <r002> shakes possible, if they are in <r004> of <r001> <r007>.","['21', '22', '44', '45', '46']"
5418,"A bag is filled with pennies and nickels in the ratio of 4 to 2. There are 30 nickles in the bag, how many coins are there in that bag?","['90', '50', '65', '70', '80']","A ratio of pennies to nickels of 4 to 2 means that we can write the number of pennies and nickels in the form
number of pennies = 4x and number of nickels = 2x
But we know the number of nickels, 30. Hence
2x = 30
Solve for x
x = 15
The total number of coins is given by
4x + 2x = 6x = 6 × 15 = 90
Answer : A",0,train.json,"A ratio of pennies to nickels of 4 to 2 means that we can write the number of pennies and nickels in the form
number of pennies = 4x and number of nickels = 2x
But we know the number of nickels, 30. Hence
2x = 30
Solve for x
x = 15
The total number of coins is given by
4x + 2x = 6x = 6 × 15 = 90
Answer : A","A bag is filled with pennies and nickels in the ratio of 4 to 2. There are 30 nickles in the bag, how many coins are there in that bag?","['90', '50', '65', '70', '80']",,,"A bag is filled with pennies and nickels in the ratio of 4 to 2. There are 30 nickles in the bag, how many coins are there in that bag?","['90', '50', '65', '70', '80']",,"A bag is filled with <r008> and nickels in the ratio of 4 to 2. There are 30 nickles in the bag, how many <r003> are there in that bag?","['90', '50', '65', '70', '80']",,"A bag is <r004> with <r008> and nickels in the <r009> of 4 to 2. There are 30 nickles in the bag, how many coins are <r010> in that bag?","['90', '50', '65', '70', '80']",,"A bag is <r004> with pennies and nickels in the <r009> of 4 to 2. There <r002> 30 <r007> in the bag, how <r005> <r003> <r002> there in that bag?","['90', '50', '65', '70', '80']",,"A bag is <r004> with <r008> and <r006> in the <r009> of 4 to 2. There <r002> 30 <r007> in the bag, how <r005> coins <r002> <r010> in that bag?","['90', '50', '65', '70', '80']"
16576,Two persons start running simultaneously around a circular track of length 300 m from the same point at speeds of 15 km/hr and 25 km/hr. When will they meet for the first time any where on the track if they are moving in opposite directions?,"['11', '10', '28', '27', '12']","Time taken to meet for the first time anywhere on the track
= length of the track / relative speed
= 300 / (15 + 25)5/18 = 300* 18 / 40 * 5 = 27 seconds.
Answer: D",3,train.json,"Time taken to meet for the first time anywhere on the track
= length of the track / relative speed
= 300 / (15 + 25)5/18 = 300* 18 / 40 * 5 = 27 seconds.
Answer: D",Two persons start running simultaneously around a circular track of length 300 m from the same point at speeds of 15 km/hr and 25 km/hr. When will they meet for the first time any where on the track if they are moving in opposite directions?,"['11', '10', '28', '27', '12']",,,Two persons start running simultaneously around a circular track of length 300 m from the same point at speeds of 15 km/hr and 25 km/hr. When will they meet for the first time any where on the track if they are moving in opposite directions?,"['11', '10', '28', '27', '12']",,Two persons start running simultaneously around a circular <r016> of length 300 m from the same point at <r013> of 15 km/hr and 25 km/hr. When will they meet for the first <r015> any where on the <r016> if they are moving in opposite directions?,"['11', '10', '28', '27', '12']",,Two <r008> start running simultaneously around a circular <r016> of <r004> 300 m from the same point at speeds of 15 km/<r003> and 25 km/<r003>. When will they <r005> for the first time any where on the <r016> if they are moving in <r007> directions?,"['11', '10', '28', '27', '12']",,Two <r008> start <r010> <r012> around a circular <r016> of <r004> 300 m from the same point at <r013> of 15 km/<r003> and 25 km/<r003>. When will they meet for the first <r015> any where on the <r016> if they are <r006> in opposite <r002>?,"['11', '10', '28', '27', '12']",,Two persons <r014> running <r012> around a <r001> <r016> of <r004> 300 m from the <r011> <r009> at <r013> of 15 km/<r003> and 25 km/<r003>. When will they <r005> for the first <r015> any where on the <r016> if they are <r006> in <r007> directions?,"['11', '10', '28', '27', '12']"
73670,"Evaluate combination
97C95=97/(95)!(2)!","['4656', '5176', '4176', '3176', 'None of these']","Explanation:
nCr=n!/(r)!(n−r)!
97C95=97!/(95)!(2)!
=97*96*95!/(95)!(2)!
=97*96/2∗1
=4656
Option A",0,train.json,"Explanation:
nCr=n!/(r)!(n−r)!
97C95=97!/(95)!(2)!
=97*96*95!/(95)!(2)!
=97*96/2∗1
=4656
Option A","Evaluate combination
97C95=97/(95)!(2)!","['4656', '5176', '4176', '3176', 'None of these']",,,"Evaluate combination
97C95=97/(95)!(2)!","['4656', '5176', '4176', '3176', 'None of these']",,"Evaluate combination
97C95=97/(95)!(2)!","['4656', '5176', '4176', '3176', 'None of these']",,"Evaluate <r001>
97C95=97/(95)!(2)!","['4656', '5176', '4176', '3176', 'None of these']",,"<r002> combination
97C95=97/(95)!(2)!","['4656', '5176', '4176', '3176', 'None of these']",,"<r002> <r001>
97C95=97/(95)!(2)!","['4656', '5176', '4176', '3176', 'None of these']"
59278,"The length of the bridge, which a train 170 metres long and travelling at 45 km/hr can cross in 30 seconds, is:","['205', '210', '215', '250', '260']","Speed = [45 X 5/18] m/sec = [25/2] m/sec Time = 30 sec Let the length of bridge be x metres. Then, (170 + x)/30 = 25/2 => 2(170 + x) = 750 => x = 205 m.
Answer: Option A",0,train.json,"Speed = [45 X 5/18] m/sec = [25/2] m/sec Time = 30 sec Let the length of bridge be x metres. Then, (170 + x)/30 = 25/2 => 2(170 + x) = 750 => x = 205 m.
Answer: Option A","The length of the bridge, which a train 170 metres long and travelling at 45 km/hr can cross in 30 seconds, is:","['205', '210', '215', '250', '260']",,,"The length of the bridge, which a train 170 metres long and travelling at 45 km/hr can cross in 30 seconds, is:","['205', '210', '215', '250', '260']",,"The length of the bridge, which a <r007> 170 metres long and <r008> at 45 km/hr can cross in 30 seconds, is:","['205', '210', '215', '250', '260']",,"The <r005> of the bridge, which a train 170 metres <r006> and travelling at 45 km/hr can cross in <r001>, is:","['205', '210', '215', '250', '260']",,"The length of the <r002>, which a train 170 metres <r006> and <r008> at 45 km/<r004> can <r003> in 30 seconds, is:","['205', '210', '215', '250', '260']",,"The <r005> of the <r002>, which a <r007> 170 metres <r006> and travelling at 45 km/hr can <r003> in <r001>, is:","['205', '210', '215', '250', '260']"
61759,"Three people each took 5 tests. If the ranges of their scores in the 5 practice tests were 20, 28 and 35, what is the minimum possible range in scores of the three test-takers?","['30', '35', '25', '15', '28']","I simply looked at the 3 different possible scores for each individual test: 20,35,28
We have to find the minimum range:
35-20=15
35-28=7
28-20=8
The find the minimum range, you have to make the set of the 5 scores as small as possible.
Which means that 4 of the 5 scores of each individual person is zero.
7*5 = 35
Answer:B",1,train.json,"I simply looked at the 3 different possible scores for each individual test: 20,35,28
We have to find the minimum range:
35-20=15
35-28=7
28-20=8
The find the minimum range, you have to make the set of the 5 scores as small as possible.
Which means that 4 of the 5 scores of each individual person is zero.
7*5 = 35
Answer:B","Three people each took 5 tests. If the ranges of their scores in the 5 practice tests were 20, 28 and 35, what is the minimum possible range in scores of the three test-takers?","['30', '35', '25', '15', '28']",,,"Three people each took 5 tests. If the ranges of their scores in the 5 practice tests were 20, 28 and 35, what is the minimum possible range in scores of the three test-takers?","['30', '35', '25', '15', '28']",,"Three people each <r007> 5 tests. If the ranges of their <r006> in the 5 practice tests were 20, 28 and 35, what is the minimum possible range in <r006> of the three test-takers?","['30', '35', '25', '15', '28']",,"Three people each <r007> 5 tests. If the <r005> of their scores in the 5 <r004> tests were 20, 28 and 35, what is the minimum possible <r005> in scores of the three test-takers?","['30', '35', '25', '15', '28']",,"Three people each <r007> 5 <r008>. If the <r005> of their scores in the 5 practice <r008> were 20, 28 and 35, what is the <r001> <r003> <r005> in scores of the three test-takers?","['30', '35', '25', '15', '28']",,"Three <r002> each <r007> 5 <r008>. If the ranges of their <r006> in the 5 practice <r008> were 20, 28 and 35, what is the <r001> <r003> range in <r006> of the three test-takers?","['30', '35', '25', '15', '28']"
37815,Ron has a cycle worth $ 1800 and he wants to sell it at a profit of $ 220. What should cycles selling price be?,"['2690', '1790', '1890', '2020', '2300']","Cost Price = $ 1800
Profit = $ 220
Selling Price = Cost Price + Profit
Selling Price = 1800 + 220
= $ 2020
Selling price of the cycle = $ 2020 ANSWER : D",3,train.json,"Cost Price = $ 1800
Profit = $ 220
Selling Price = Cost Price + Profit
Selling Price = 1800 + 220
= $ 2020
Selling price of the cycle = $ 2020 ANSWER : D",Ron has a cycle worth $ 1800 and he wants to sell it at a profit of $ 220. What should cycles selling price be?,"['2690', '1790', '1890', '2020', '2300']",,,Ron has a cycle worth $ 1800 and he wants to sell it at a profit of $ 220. What should cycles selling price be?,"['2690', '1790', '1890', '2020', '2300']",,<r003> has a cycle worth $ 1800 and he wants to <r008> it at a profit of $ 220. What should cycles <r008>ing price be?,"['2690', '1790', '1890', '2020', '2300']",,Ron <r005> a cycle worth $ 1800 and he wants to <r008> it at a profit of $ <r002>. What should cycles <r008>ing <r006> be?,"['2690', '1790', '1890', '2020', '2300']",,Ron has a cycle <r010> $ <r001> and he <r009> to <r008> it at a <r007> of $ 220. What should cycles <r008>ing <r006> be?,"['2690', '1790', '1890', '2020', '2300']",,<r003> <r005> a <r004> <r010> $ <r001> and he <r009> to <r008> it at a profit of $ <r002>. What should <r004>s <r008>ing price be?,"['2690', '1790', '1890', '2020', '2300']"
581,"If the population of a certain country increases at the rate of one person every 40 seconds, by how many persons does the population increase in 1 hour?","['90', '120', '150', '180', '160']","Answer = 1.5 * 60 = 90
Answer is A",0,train.json,"Answer = 1.5 * 60 = 90
Answer is A","If the population of a certain country increases at the rate of one person every 40 seconds, by how many persons does the population increase in 1 hour?","['90', '120', '150', '180', '160']",,,"If the population of a certain country increases at the rate of one person every 40 seconds, by how many persons does the population increase in 1 hour?","['90', '120', '150', '180', '160']",,"If the population of a certain country <r005> at the rate of one <r007> every 40 seconds, by how many <r007>s does the population <r005> in 1 hour?","['90', '120', '150', '180', '160']",,"If the <r008> of a <r002> <r003> <r005> at the rate of one person every 40 seconds, by how many persons does the <r008> <r005> in 1 hour?","['90', '120', '150', '180', '160']",,"If the <r008> of a certain country increases at the <r009> of one <r007> every 40 seconds, by how <r006> <r007>s does the <r008> increase in <r001>?","['90', '120', '150', '180', '160']",,"If the <r008> of a certain <r003> <r005> at the <r009> of one <r007> <r004>, by how <r006> <r007>s does the <r008> <r005> in 1 hour?","['90', '120', '150', '180', '160']"
50449,"In a colony of 70 residents, the ratio of the number of men and women is 5: 2. Among the women, the ratio of the educated to the uneducated is 1 : 4. If the ratio of the number of educated to uneducated persons is 8 : 27, then find the ratio of the number of educated to uneducated men in the colony?","['A)1:5', 'B)1:1', 'C)1:8', 'D)1:9', 'E)1:3']","Number of men in the colony = 5/7 * 70 = 50.
Number of women in the colony = 2/7 * 70 = 20.
Number educated women in the colony = 1/5 * 30 = 6.
Number of uneducated women in the colony = 4/5 * 50 = 24.
Number of educated persons in the colony = 8 /35 * 70 = 16.
As 6 females are educated, remaining 10 educated persons must be men.
Number of uneducated men in the colony = 50 - 10 = 40.
Number of educated men and uneducated men are in the ratio 10 : 40 i.e., 1:4.
Answer:A",0,train.json,"Number of men in the colony = 5/7 * 70 = 50.
Number of women in the colony = 2/7 * 70 = 20.
Number educated women in the colony = 1/5 * 30 = 6.
Number of uneducated women in the colony = 4/5 * 50 = 24.
Number of educated persons in the colony = 8 /35 * 70 = 16.
As 6 females are educated, remaining 10 educated persons must be men.
Number of uneducated men in the colony = 50 - 10 = 40.
Number of educated men and uneducated men are in the ratio 10 : 40 i.e., 1:4.
Answer:A","In a colony of 70 residents, the ratio of the number of men and women is 5: 2. Among the women, the ratio of the educated to the uneducated is 1 : 4. If the ratio of the number of educated to uneducated persons is 8 : 27, then find the ratio of the number of educated to uneducated men in the colony?","['A)1:5', 'B)1:1', 'C)1:8', 'D)1:9', 'E)1:3']",,,"In a colony of 70 residents, the ratio of the number of men and women is 5: 2. Among the women, the ratio of the educated to the uneducated is 1 : 4. If the ratio of the number of educated to uneducated persons is 8 : 27, then find the ratio of the number of educated to uneducated men in the colony?","['A)1:5', 'B)1:1', 'C)1:8', 'D)1:9', 'E)1:3']",,"In a colony of 70 residents, the ratio of the number of men and <r011> is 5: 2. Among the <r011>, the ratio of the educated to the uneducated is 1 : 4. If the ratio of the number of educated to uneducated persons is 8 : 27, <r009> find the ratio of the number of educated to uneducated men in the colony?","['A)1:5', 'B)1:1', 'C)1:8', 'D)1:9', 'E)1:3']",,"In a <r001> of 70 residents, the <r007> of the number of men and <r011> is 5: 2. Among the <r011>, the <r007> of the educated to the uneducated is 1 : 4. If the <r007> of the number of educated to uneducated persons is 8 : 27, <r009> find the <r007> of the number of educated to uneducated men in the <r001>?","['A)1:5', 'B)1:1', 'C)1:8', 'D)1:9', 'E)1:3']",,"In a <r001> of 70 <r008>, the <r007> of the number of men and <r011> is 5: 2. Among the <r011>, the <r007> of the <r002> to the un<r002> is 1 : 4. If the <r007> of the number of <r002> to un<r002> <r006> is 8 : 27, <r009> find the <r007> of the number of <r002> to un<r002> men in the <r001>?","['A)1:5', 'B)1:1', 'C)1:8', 'D)1:9', 'E)1:3']",,"In a <r001> of 70 residents, the <r007> of the <r005> of men and <r011> is 5: 2. Among the <r011>, the <r007> of the <r002> to the un<r002> is 1 : 4. If the <r007> of the <r005> of <r002> to un<r002> <r006> is 8 : 27, <r009> <r003> the <r007> of the <r005> of <r002> to un<r002> men in the <r001>?","['A)1:5', 'B)1:1', 'C)1:8', 'D)1:9', 'E)1:3']"
88412,A certain telescope increases the visual range at a particular location from 60 kilometers to 150 kilometers. By what percent is the visual range increased by using the telescope ?,"['30%', '33 1/2%', '40%', '60%', '150%']","Original visual range = 60 km
New visual range = 150 km
Percent increase in the visual range by using the telescope
= (150-60)/60 * 100%
= 3/2 * 100%
= 150 %
Answer E",4,train.json,"Original visual range = 60 km
New visual range = 150 km
Percent increase in the visual range by using the telescope
= (150-60)/60 * 100%
= 3/2 * 100%
= 150 %
Answer E",A certain telescope increases the visual range at a particular location from 60 kilometers to 150 kilometers. By what percent is the visual range increased by using the telescope ?,"['30%', '33 1/2%', '40%', '60%', '150%']",,,A certain telescope increases the visual range at a particular location from 60 kilometers to 150 kilometers. By what percent is the visual range increased by using the telescope ?,"['30%', '33 1/2%', '40%', '60%', '150%']",,A certain <r007> increases the visual range at a particular location from 60 kilometers to 150 kilometers. By what percent is the visual range increased by <r008> the <r007> ?,"['30%', '33 1/2%', '40%', '60%', '150%']",,A <r001> <r007> increases the <r009> range at a particular location from 60 kilometers to 150 kilometers. By what percent is the <r009> range increased by <r008> the <r007> ?,"['30%', '33 1/2%', '40%', '60%', '150%']",,A certain telescope <r002> the <r009> range at a <r004> <r003> from 60 kilometers to 150 kilometers. By what <r005> is the <r009> range <r002> by using the telescope ?,"['30%', '33 1/2%', '40%', '60%', '150%']",,A <r001> telescope <r002> the <r009> <r006> at a <r004> <r003> from 60 kilometers to 150 kilometers. By what percent is the <r009> <r006> <r002> by <r008> the telescope ?,"['30%', '33 1/2%', '40%', '60%', '150%']"
76766,"The average of five integers is 56, and none of these integers is greater than 100. If the average of three of the integers is 59, what is the least possible value of one of the other two integers?","['3', '15', '20', '21', '30']","When it comes to averages, we know thataverage value = (sum of n values)/n
We can rewrite this into a useful formula:sum of n values = (average value)(n)
The average of five integers is 56
So, the sum of ALL 5 integers = (56)(5) =280
The average of three of the integers is 65
So, the sum of the 3 integers = (59)(3) =177
So, the sum of the 2 REMAINING integers =280-177=103
If the sum of the 2 REMAINING integers =103, and we want to minimize one value, we must MAXIMIZE the other value.
100 is the maximum value so let 1 integer = 100, which means the other must equal 3
Answer: A",0,train.json,"When it comes to averages, we know thataverage value = (sum of n values)/n
We can rewrite this into a useful formula:sum of n values = (average value)(n)
The average of five integers is 56
So, the sum of ALL 5 integers = (56)(5) =280
The average of three of the integers is 65
So, the sum of the 3 integers = (59)(3) =177
So, the sum of the 2 REMAINING integers =280-177=103
If the sum of the 2 REMAINING integers =103, and we want to minimize one value, we must MAXIMIZE the other value.
100 is the maximum value so let 1 integer = 100, which means the other must equal 3
Answer: A","The average of five integers is 56, and none of these integers is greater than 100. If the average of three of the integers is 59, what is the least possible value of one of the other two integers?","['3', '15', '20', '21', '30']",,,"The average of five integers is 56, and none of these integers is greater than 100. If the average of three of the integers is 59, what is the least possible value of one of the other two integers?","['3', '15', '20', '21', '30']",,"The average of five integers is 56, and <r005> of these integers is greater than 100. If the average of three of the integers is 59, what is the least possible <r008> of one of the other two integers?","['3', '15', '20', '21', '30']",,"The average of five <r003> is 56, and none of these <r003> is <r002> than 100. If the average of three of the <r003> is 59, what is the least possible <r008> of one of the other two <r003>?","['3', '15', '20', '21', '30']",,"The <r001> of five <r003> is 56, and <r005> of these <r003> is greater than 100. If the <r001> of three of the <r003> is 59, what is the least <r007> value of one of the <r006> two <r003>?","['3', '15', '20', '21', '30']",,"The <r001> of five <r003> is 56, and <r005> of these <r003> is <r002> than 100. If the <r001> of three of the <r003> is 59, what is the <r004> possible <r008> of one of the other two <r003>?","['3', '15', '20', '21', '30']"
95459,Find the circumference and area of radius 11 cm.,"['124 cm²', '144 cm²', '380 cm²', '284 cm²', '394 cm²']","Area of circle = πr²
= 22/7 ×11 ×11 cm²
= 154 cm²
ANSWER:C",2,train.json,"Area of circle = πr²
= 22/7 ×11 ×11 cm²
= 154 cm²
ANSWER:C",Find the circumference and area of radius 11 cm.,"['124 cm²', '144 cm²', '380 cm²', '284 cm²', '394 cm²']",,,Find the circumference and area of radius 11 cm.,"['124 cm²', '144 cm²', '380 cm²', '284 cm²', '394 cm²']",,Find the circumference and area of <r004> 11 cm.,"['124 cm²', '144 cm²', '380 cm²', '284 cm²', '394 cm²']",,Find the <r002> and <r001> of radius 11 cm.,"['124 cm²', '144 cm²', '380 cm²', '284 cm²', '394 cm²']",,Find the <r002> and <r001> of radius 11 cm.,"['124 cm²', '144 cm²', '380 cm²', '284 cm²', '394 cm²']",,<r003> the <r002> and <r001> of radius 11 cm.,"['124 cm²', '144 cm²', '380 cm²', '284 cm²', '394 cm²']"
68778,"Twelve kilograms of oranges contained 98% of water. If the next day the concentration of water decreased by 2%, what was the new weight of the oranges, in kilograms?","['6', '4.8', '2.5', '2', '1']","Twelve kilograms of oranges contained 98% of water. If the next day the concentration of water decreased by 2%, what was the new weight of the oranges, in kilograms?
(A) 6
(B) 4.8
(C) 2.5
(D) 2
(E) 1
If A is the answer, then the question means that the concentration of water the newt day became 96%.
Out of 12 kilograms 98%, or 11.76 kilograms was water and 0.24 kilograms was non-water.
The next day, after some water evaporated, oranges became 96% water and 4% of non-water, so the next day 0.24 kilograms of non-water composed 4% of oranges, which means that the new weight of the oranges was x*0.04=0.24 --> x=6 kilograms.
Answer: A.",0,train.json,"Twelve kilograms of oranges contained 98% of water. If the next day the concentration of water decreased by 2%, what was the new weight of the oranges, in kilograms?
(A) 6
(B) 4.8
(C) 2.5
(D) 2
(E) 1
If A is the answer, then the question means that the concentration of water the newt day became 96%.
Out of 12 kilograms 98%, or 11.76 kilograms was water and 0.24 kilograms was non-water.
The next day, after some water evaporated, oranges became 96% water and 4% of non-water, so the next day 0.24 kilograms of non-water composed 4% of oranges, which means that the new weight of the oranges was x*0.04=0.24 --> x=6 kilograms.
Answer: A.","Twelve kilograms of oranges contained 98% of water. If the next day the concentration of water decreased by 2%, what was the new weight of the oranges, in kilograms?","['6', '4.8', '2.5', '2', '1']",,,"Twelve kilograms of oranges contained 98% of water. If the next day the concentration of water decreased by 2%, what was the new weight of the oranges, in kilograms?","['6', '4.8', '2.5', '2', '1']",,"Twelve kilograms of oranges <r002> 98% of <r007>. If the next day the concentration of <r007> decreased by 2%, what was the new weight of the oranges, in kilograms?","['6', '4.8', '2.5', '2', '1']",,"Twelve kilograms of oranges <r002> 98% of water. If the next day the <r001> of water <r003> by 2%, what was the new weight of the oranges, in kilograms?","['6', '4.8', '2.5', '2', '1']",,"Twelve kilograms of <r006> contained 98% of <r007>. If the next day the <r001> of <r007> <r003> by 2%, what was the <r005> weight of the <r006>, in kilograms?","['6', '4.8', '2.5', '2', '1']",,"Twelve <r004> of oranges <r002> 98% of <r007>. If the next day the <r001> of <r007> <r003> by 2%, what was the new <r008> of the oranges, in <r004>?","['6', '4.8', '2.5', '2', '1']"
