lemma,word,part_of_speech,category,meaning,question_id,code,p_0_masked,p_5_masked,p_10_masked,p_15_masked,p_20_masked,p_25_masked,p_30_masked,p_35_masked,p_40_masked,p_45_masked,p_50_masked,p_55_masked,p_60_masked,p_65_masked,p_70_masked,p_75_masked,p_80_masked,p_85_masked,p_90_masked,p_95_masked,p_100_masked
collaboration,collaboration,NOUN,Technical Term,"Cooperation, Teamwork",64,r007,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,True,True,True,True,True,True
nation,nations,NOUN,organization name,Country,64,r025,False,False,False,False,False,True,True,False,True,False,False,False,True,True,False,True,True,True,True,True,True
througheducation,througheducation,NOUN,,using education as a means to achieve a goal,64,r048,False,True,False,False,False,True,True,False,True,True,True,False,True,False,True,True,True,True,True,True,True
science,science,NOUN,general term,Systematic study of the natural world,64,r040,False,False,False,False,False,True,True,False,False,True,False,False,True,False,True,True,False,False,False,True,True
culture,culture,NOUN,Technical Term,"Beliefs, Values",64,r009,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False,True,True,True
order,order,NOUN,technical term,Structure,64,r026,False,False,False,False,False,False,False,True,False,False,True,True,True,True,False,True,True,True,True,True,True
further,further,VERB,higher-level concept,"Progress, Advancement",64,r016,False,False,False,False,False,True,True,False,False,True,True,True,True,True,True,True,True,True,True,False,True
universal,universal,ADJ,,applying to or affecting all people; worldwide,64,r049,False,False,False,False,False,False,True,False,True,True,False,True,True,True,True,True,False,True,True,True,True
justice,justice,PROPN,higher-level concept,"Fairness, Equity",64,r020,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,True,True,True
rule,rule,NOUN,technical term,Guideline or regulation,64,r039,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,True,True,True,True
law,law,NOUN,technical term,System of rules,64,r022,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,True,True,True,True,True
human,human,ADJ,higher-level concept,"Sentient Being, Society",64,r018,False,False,False,False,True,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,True
right,rights,NOUN,general term,Ethical entitlement or privilege,64,r038,False,False,False,False,True,False,False,True,True,False,False,True,False,True,False,True,True,True,True,True,True
funda-mental,funda-mental,ADJ,higher-level concept,"Basic, Primary",64,r015,False,False,False,False,True,False,True,False,True,False,False,False,True,True,True,True,False,True,False,True,True
freedom,freedoms,NOUN,higher-level concept,"Liberty, Autonomy",64,r013,False,False,False,False,False,False,True,False,False,False,True,True,True,True,True,True,False,True,True,True,True
affirm,affirmed,VERB,Technical Term,"Declare, Support",64,r004,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,True,True,True,True,True,True
people,peoples,NOUN,organization name,Group of individuals,64,r028,False,False,True,True,True,False,False,True,False,False,False,True,False,False,True,False,True,False,True,True,True
world,world,NOUN,,the global community of people and nations,64,r050,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,True,True,True,True,True,True
distinction,distinction,NOUN,Technical Term,"Difference, Recognition",64,r010,False,False,False,False,False,True,True,False,True,True,False,False,True,True,True,True,True,True,True,True,True
race,race,NOUN,organization name,Diverse cultural or ethnic group,64,r034,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True
sex,sex,NOUN,,the distinguishing characteristics of males and females,64,r042,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,True,True,True,True
language,language,NOUN,technical term,Communication,64,r021,False,False,False,True,False,False,False,False,True,True,False,True,False,True,True,True,True,True,True,True,True
religion,religion,NOUN,technical term,Belief system or faith,64,r035,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,True,False,True,True,True
theCharter,theCharter,PROPN,,"likely a reference to the United Nations Charter,  a founding document outlining principles and goals of the organization",64,r047,False,False,False,False,False,True,True,False,True,False,False,True,False,False,True,True,False,False,True,True,True
the United Nations,the United Nations,DET,ORG,an international organization formed in 1945 to promote peace and cooperation among nations,64,r046,False,False,False,False,True,False,False,True,True,True,True,False,False,True,True,False,True,True,True,True,True
Preamble,Preamble,PROPN,organization name,Foundation,65,r001,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,True,True,True,True,True,True
recognition,recognition,NOUN,technical term,Acknowledgement or identification,65,r048,False,False,False,False,True,True,False,False,True,False,False,False,False,False,True,True,False,True,True,False,True
inherent,inherent,ADJ,,"Existing as a permanent, essential characteristic",65,r030,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True,True,True,True,True,True
dignity,dignity,NOUN,technical term,Worth or Honor,65,r015,False,False,False,False,True,False,True,True,False,True,False,True,False,False,True,False,True,True,True,True,True
equal,equal,ADJ,technical term,Same or Equivalent,65,r019,False,False,False,False,False,False,True,False,False,False,True,False,True,True,True,True,False,False,True,True,True
inalienable,inalienable,ADJ,,Cannot be taken away or transferred,65,r029,False,False,False,False,False,False,False,False,True,True,False,True,True,False,True,True,True,True,True,True,True
right,rights,NOUN,,A fundamental entitlement or privilege,65,r054,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,True,True,True,True,True
member,members,NOUN,Organization Name,Part of a Group,65,r036,False,False,False,True,False,False,False,False,True,True,True,True,False,False,True,False,True,True,True,True,True
human,human,ADJ,,'Pertaining to humans',65,r028,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,True,False,True,False,True,True
family,family,NOUN,organization name,Collective group of humans,65,r021,False,False,False,False,False,False,False,True,False,True,True,False,False,True,True,True,True,True,True,True,True
foundation,foundation,NOUN,,Fundamental base or principle,65,r023,False,False,False,False,False,True,True,False,True,True,False,False,True,True,True,True,True,True,True,True,True
freedom,freedom,NOUN,,State of liberty and autonomy,65,r024,False,False,False,False,False,True,False,False,True,False,False,False,True,True,True,False,True,True,True,True,True
justice,justice,NOUN,higher-level concept,concept related to fairness and righteousness,65,r031,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,False,True,True,True,True,True
peace,peace,NOUN,technical term,State of tranquility and harmony,65,r041,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,True,True,True,True,True,True
world,world,NOUN,Organization Name,Global community,65,r062,False,False,True,False,False,False,False,False,False,True,False,True,True,False,True,False,True,False,True,True,True
disregard,disregard,NOUN,technical term,Neglect or Ignore,65,r016,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,True,True,True,True
contempt,contempt,NOUN,technical term,Disdain or Scorn,65,r013,False,False,False,False,False,False,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True
human,human,ADJ,,'Pertaining to humans',65,r028,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,True,False,True,False,True,True
right,rights,NOUN,,A fundamental entitlement or privilege,65,r054,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,True,True,True,True,True
result,resulted,VERB,,To achieve a consequence,65,r053,False,False,False,False,True,False,False,False,False,True,True,True,False,True,True,True,True,True,True,True,True
barbarous,barbarous,ADJ,technical term,Brutal,65,r007,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True
act,acts,NOUN,organization name,Performance,65,r003,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,True,True,True,True,True,True
outrage,outraged,VERB,higher-level concept,action expressing extreme anger or indignation,65,r040,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,True,True,True,True
conscience,conscience,NOUN,technical term,Moral Sense,65,r012,False,False,False,False,True,True,False,False,True,False,False,True,True,False,False,False,True,True,True,True,True
mankind,mankind,NOUN,higher-level concept,concept of all human beings collectively,65,r035,False,False,False,False,False,True,False,True,False,True,True,True,True,True,True,False,True,True,False,True,True
advent,advent,NOUN,technical term,Arrival,65,r005,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True,True,True,True
world,world,NOUN,Organization Name,Global community,65,r062,False,False,True,False,False,False,False,False,False,True,False,True,True,False,True,False,True,False,True,True,True
human,human,ADJ,,'Pertaining to humans',65,r028,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,True,False,True,False,True,True
being,beings,NOUN,individual name,Existence,65,r008,False,False,False,False,True,False,False,True,False,True,False,False,True,True,True,True,True,False,False,True,True
enjoy,enjoy,VERB,technical term,Experience Pleasure,65,r018,False,False,False,False,False,False,False,True,True,False,False,True,True,True,True,False,True,True,True,False,True
freedom,freedom,NOUN,,State of liberty and autonomy,65,r024,False,False,False,False,False,True,False,False,True,False,False,False,True,True,True,False,True,True,True,True,True
speech,speech,NOUN,technical term,The act of communicating through language,65,r056,False,False,True,False,False,False,False,False,True,False,False,True,True,True,True,True,True,True,True,True,True
belief,belief,NOUN,technical term,Conviction,65,r009,False,False,False,True,False,False,False,True,True,False,True,False,False,True,True,False,False,False,False,True,True
freedom,freedom,NOUN,,State of liberty and autonomy,65,r024,False,False,False,False,False,True,False,False,True,False,False,False,True,True,True,False,True,True,True,True,True
fear,fear,NOUN,,Emotional state of anxiety and apprehension,65,r022,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,True,True,True
want,want,VERB,Technical Term,Desire for something,65,r061,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,False,True,False,True,True
proclaim,proclaimed,VERB,technical term,To formally announce or declare,65,r043,False,False,True,True,False,True,False,False,True,True,False,True,False,True,False,True,True,True,True,True,True
high,highest,ADJ,,Elevated in position or degree,65,r027,False,True,False,False,False,True,True,True,True,False,True,True,True,True,True,False,False,True,True,True,True
aspiration,aspiration,NOUN,technical term,Desire,65,r006,False,False,True,True,False,False,False,True,True,False,True,True,False,True,True,True,True,True,True,True,True
common,common,ADJ,technical term,Shared,65,r010,False,False,False,False,False,False,False,True,False,True,True,False,True,True,True,True,True,True,True,True,True
people,people,NOUN,organization name,Collective of human beings,65,r042,False,False,False,False,False,False,True,False,False,False,True,False,True,True,True,False,False,False,True,True,True
essential,essential,ADJ,technical term,Crucial or Necessary,65,r020,False,False,False,False,True,False,False,True,False,False,True,True,True,True,True,False,True,True,True,True,True
man,man,NOUN,Individual Name,Human Being,65,r034,False,False,False,False,False,True,False,False,False,False,True,True,False,True,True,True,True,True,True,True,True
compel,compelled,VERB,technical term,Force or Obligate,65,r011,False,False,False,False,False,False,False,True,False,False,False,True,True,True,False,False,True,True,True,True,True
have,have,VERB,,To possess or own,65,r026,False,False,False,False,True,True,True,False,False,False,False,True,True,True,False,True,True,False,True,True,True
recourse,recourse,NOUN,technical term,A means of seeking help or resolving a problem,65,r050,False,False,True,False,False,True,True,True,False,True,True,False,True,False,True,True,True,True,True,True,True
last,last,ADJ,higher-level concept,concept of finality or ultimateness,65,r032,False,False,False,False,False,True,True,False,False,False,False,False,True,False,True,True,True,True,True,True,True
resort,resort,NOUN,organization name,A place for vacation or leisure,65,r052,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
rebellion,rebellion,NOUN,technical term,Armed resistance against authority,65,r047,False,True,False,False,False,False,False,False,True,True,False,False,True,False,True,True,False,True,True,True,True
tyranny,tyranny,NOUN,,Oppressive power or rule,65,r060,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,True,True,True,True
oppression,oppression,NOUN,higher-level concept,concept of unjust and cruel treatment or control,65,r039,False,False,False,False,False,False,False,False,False,True,False,True,True,True,False,True,True,True,True,True,True
human,human,ADJ,,'Pertaining to humans',65,r028,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,True,False,True,False,True,True
right,rights,NOUN,,A fundamental entitlement or privilege,65,r054,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,True,True,True,True,True
protect,protected,VERB,technical term,To safeguard or defend,65,r046,False,False,False,False,True,False,True,True,True,False,True,True,False,True,True,True,True,True,True,True,True
rule,rule,NOUN,,A principle that guides behavior,65,r055,False,False,False,True,False,False,False,False,False,True,False,True,True,True,True,True,True,False,True,True,True
law,law,NOUN,higher-level concept,concept related to rules and regulations,65,r033,False,False,False,False,True,False,False,True,False,True,False,True,True,True,False,True,True,True,True,False,True
essential,essential,ADJ,technical term,Crucial or Necessary,65,r020,False,False,False,False,True,False,False,True,False,False,True,True,True,True,True,False,True,True,True,True,True
promote,promote,VERB,technical term,To advance or foster,65,r044,False,False,False,True,False,False,False,False,False,True,True,True,False,True,False,True,True,True,True,True,True
development,development,NOUN,technical term,Progress or Advancement,65,r014,False,False,False,False,False,False,False,True,False,False,True,True,False,True,False,True,False,False,True,True,True
friendly,friendly,ADJ,,Characterized by warmth and goodwill,65,r025,False,False,False,False,True,False,False,True,True,True,False,True,True,True,False,True,True,True,True,True,True
relation,relations,NOUN,technical term,The connection between concepts or things,65,r051,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True,False,True,True,True,True
nation,nations,NOUN,higher-level concept,concept of a group of people sharing a common culture and territory,65,r038,False,False,False,False,False,False,False,True,False,True,False,False,True,True,True,False,True,True,True,True,True
Preamble,Preamble,PROPN,Organization Name,"Introduction, Foundation",66,r001,False,False,False,False,False,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True
recognition,recognition,NOUN,technical term,the action of recognizing something or someone; an acknowledgment or acceptance of something as valid,66,r048,False,False,False,False,False,False,False,True,False,False,True,True,False,True,True,True,True,False,False,True,True
inherent,inherent,ADJ,technical term,"Existing as a natural, inseparable part of something.",66,r030,False,False,False,False,False,True,True,False,False,False,False,True,True,True,True,True,True,True,True,True,True
dignity,dignity,NOUN,technical term,"Worth, respect, honor",66,r014,False,False,False,False,False,True,False,True,False,True,True,False,True,True,True,True,True,True,True,True,True
equal,equal,ADJ,technical term,"Same, equivalent",66,r019,False,False,False,True,False,False,False,False,True,False,True,True,False,False,True,True,True,True,True,True,True
inalienable,inalienable,ADJ,technical term,Not able to be taken away or given up,66,r029,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,True,False,True,True,True
right,rights,NOUN,Organization Name,"An entitlement to something, a legal protection",66,r053,False,False,False,True,False,False,True,False,False,False,True,True,False,True,True,False,True,True,True,True,True
member,members,NOUN,higher-level concept,Individual belonging to a group,66,r037,False,False,False,False,False,True,False,False,False,True,True,True,True,False,True,True,False,True,True,True,True
human,human,ADJ,technical term,Of or relating to people,66,r028,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,True,True,True,True
family,family,NOUN,organization name,A group of related people,66,r021,False,False,False,False,False,False,False,True,False,False,False,True,True,True,True,True,True,True,True,True,True
foundation,foundation,NOUN,technical term,The base upon which something is built,66,r023,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,True,False,True,True,True,True
freedom,freedom,NOUN,technical term,"The power or right to act, speak, or think as one wants without hindrance.",66,r024,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,True,False,False,True,False,True
justice,justice,NOUN,higher-level concept,Fairness and righteousness in the treatment of others,66,r032,False,False,False,False,True,False,False,True,False,False,True,False,True,True,True,True,True,True,True,True,True
peace,peace,NOUN,technical term,a state of freedom from war or disturbance,66,r041,False,False,False,False,False,False,False,True,False,True,True,False,True,False,True,True,True,False,True,True,True
world,world,NOUN,technical term,Global,66,r061,False,False,True,False,False,True,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True
disregard,disregard,NOUN,technical term,"Ignore, disrespect",66,r015,False,False,False,False,True,False,True,True,False,False,False,True,True,True,True,False,True,True,True,True,True
contempt,contempt,NOUN,technical term,"Lack of respect, disregard",66,r012,False,False,False,False,True,True,False,False,False,True,True,False,False,True,False,True,True,True,True,True,True
human,human,ADJ,technical term,Of or relating to people,66,r028,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,True,True,True,True
right,rights,NOUN,Organization Name,"An entitlement to something, a legal protection",66,r053,False,False,False,True,False,False,True,False,False,False,True,True,False,True,True,False,True,True,True,True,True
result,resulted,VERB,Technical Term,To bring about as an outcome or consequence,66,r052,False,False,False,False,False,False,False,False,True,True,True,False,True,False,True,True,False,True,True,True,True
barbarous,barbarous,ADJ,Higher Level Concept,"Cruel, Savage",66,r006,False,False,True,True,True,False,False,False,False,False,False,True,False,False,False,True,True,False,True,True,True
act,acts,NOUN,Technical Term,"Action, Behavior",66,r003,False,False,False,False,False,False,True,False,True,False,False,True,True,True,True,True,True,True,True,True,True
outrage,outraged,VERB,technical term,"To cause great anger, shock, or indignation",66,r040,False,False,False,False,True,True,False,False,False,False,True,True,False,True,False,False,True,True,True,True,True
conscience,conscience,NOUN,technical term,Moral sense or awareness,66,r011,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False,False,True,True,True,False,True
mankind,mankind,NOUN,higher-level concept,All humans collectively,66,r036,False,False,False,False,False,True,True,False,False,True,True,True,True,False,True,True,True,False,True,True,True
advent,advent,NOUN,Technical Term,"Arrival, Beginning",66,r004,False,False,False,False,False,False,True,False,True,False,True,True,False,True,False,False,True,True,True,True,True
world,world,NOUN,technical term,Global,66,r061,False,False,True,False,False,True,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True
human,human,ADJ,technical term,Of or relating to people,66,r028,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,True,True,True,True
being,beings,NOUN,Technical Term,"Existence, Individual",66,r007,False,False,False,False,False,True,False,False,True,False,False,True,True,True,True,True,True,True,True,True,True
enjoy,enjoy,VERB,,,66,r018,False,False,False,True,False,False,True,True,True,True,False,True,False,True,False,True,True,True,True,True,True
freedom,freedom,NOUN,technical term,"The power or right to act, speak, or think as one wants without hindrance.",66,r024,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,True,False,False,True,False,True
speech,speech,NOUN,Organization Name,The act of communicating verbally,66,r056,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True,True,True,True
belief,belief,NOUN,Higher Level Concept,"Opinion, Conviction",66,r008,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,True,True,True,False,True,True
freedom,freedom,NOUN,technical term,"The power or right to act, speak, or think as one wants without hindrance.",66,r024,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,True,False,False,True,False,True
fear,fear,NOUN,technical term,A strong feeling of anxiety or unease,66,r022,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True
want,want,VERB,Technical Term,To desire or need something,66,r060,False,False,False,False,True,False,False,False,True,True,False,False,True,True,False,True,True,False,True,True,True
proclaim,proclaimed,VERB,technical term,"to announce something publicly, especially in a formal way",66,r044,False,False,False,False,False,True,True,False,True,False,False,True,True,False,True,True,True,True,True,True,True
high,highest,ADJ,technical term,Measured above ground level or compared to others with a high value,66,r027,False,False,True,False,False,False,True,False,False,True,True,False,True,True,True,False,True,True,True,True,True
aspiration,aspiration,NOUN,Higher Level Concept,"Aim, Desire",66,r005,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,True,True,True,True,True,True
common,common,ADJ,Technical Term,"Shared, General",66,r009,False,False,False,True,False,False,False,False,False,True,True,True,True,False,True,True,True,True,True,True,True
people,people,NOUN,organization name,"the common people, the population",66,r042,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True,True,True,False,True
essential,essential,ADJ,technical term,"Necessary, crucial",66,r020,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,True,False,True,True,True,True
man,man,NOUN,individual name,Member of the human race,66,r035,False,False,False,True,False,True,False,True,True,False,False,True,True,True,True,False,False,True,True,True,True
compel,compelled,VERB,Technical Term,"Force, Convince",66,r010,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,True,True,True,True,True
have,have,VERB,technical term,To possess or own something,66,r026,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True,True
recourse,recourse,NOUN,technical term,a course of action available to address a problem,66,r049,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,True,True,True,True,True
last,last,ADJ,higher-level concept,Final or ultimate,66,r033,False,False,False,False,False,False,False,False,True,True,False,False,True,False,True,True,True,True,True,True,True
resort,resort,NOUN,Technical Term,"A last resort, an extreme measure",66,r051,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,True,True,True,True
rebellion,rebellion,NOUN,organization name,an act or instance of resisting authority,66,r047,False,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,True,True,True,True,True
tyranny,tyranny,NOUN,Organization Name,Unjust or cruel government or rule,66,r059,False,False,False,False,True,True,False,True,False,True,False,True,False,True,True,True,True,True,True,True,True
oppression,oppression,NOUN,higher-level concept,Cruel or unjust treatment,66,r039,False,False,False,False,False,False,False,False,True,True,False,False,False,True,True,True,True,True,False,True,True
human,human,ADJ,technical term,Of or relating to people,66,r028,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,True,True,True,True
right,rights,NOUN,Organization Name,"An entitlement to something, a legal protection",66,r053,False,False,False,True,False,False,True,False,False,False,True,True,False,True,True,False,True,True,True,True,True
protect,protected,VERB,technical term,"to shield from harm, injury, or destruction",66,r046,False,False,False,False,False,False,True,True,False,False,False,True,True,False,False,True,True,True,True,True,True
rule,rule,NOUN,Technical Term,A principle or regulation governing conduct,66,r054,False,False,False,False,True,True,False,True,False,False,False,True,True,True,True,False,True,True,True,True,True
law,law,NOUN,technical term,System of rules governing behavior,66,r034,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,True,False,True,True,True,True
essential,essential,ADJ,technical term,"Necessary, crucial",66,r020,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,True,False,True,True,True,True
promote,promote,VERB,technical term,to encourage or assist the development,66,r045,False,False,False,True,False,False,True,False,True,False,False,True,False,True,True,True,True,True,True,True,True
development,development,NOUN,technical term,"Progress, advancement",66,r013,False,False,False,False,False,False,False,True,False,True,False,True,True,True,True,False,True,True,False,True,True
friendly,friendly,ADJ,technical term,Characterized by kindness and good will,66,r025,False,False,False,False,False,True,False,False,True,True,False,False,True,True,False,True,True,True,True,True,True
relation,relations,NOUN,technical term,"the way in which two or more people, things, or ideas are connected or related",66,r050,False,False,False,False,False,False,True,False,True,False,True,False,True,True,True,True,True,False,True,True,True
nation,nations,NOUN,organization name,Group of people sharing a common culture and territory,66,r038,False,False,True,False,True,False,False,False,False,True,False,False,False,True,True,False,True,True,True,True,True
Preamble,Preamble,PROPN,organization name,"Introduction, Beginning",67,r001,False,False,False,False,False,False,False,True,False,False,False,True,False,True,True,True,True,True,True,False,True
recognition,recognition,NOUN,Technical Term,Acknowledgement or acceptance of something,67,r050,False,False,False,False,False,False,False,True,True,False,True,True,False,True,True,True,True,True,True,True,True
inherent,inherent,ADJ,concept,"Essential, intrinsic",67,r030,False,False,False,False,False,False,True,False,False,True,True,False,True,False,False,True,True,True,True,True,True
dignity,dignity,NOUN,Technical Term,Foundational human concept,67,r013,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,True,False,True,True,True
equal,equal,ADJ,Technical Term,Fundamental societal principle,67,r017,False,False,False,True,False,True,True,True,False,False,False,True,False,True,False,True,True,True,True,True,True
inalienable,inalienable,ADJ,concept,"Unwaivable, fundamental",67,r029,False,False,False,True,False,True,False,False,False,True,False,False,True,True,True,True,True,True,True,True,True
right,rights,NOUN,technical term,an entitlement or legal privilege guaranteed by law,67,r055,False,False,True,False,True,False,False,False,True,False,True,False,True,True,True,False,False,True,True,True,True
member,members,NOUN,organization name,Represents a person belonging to a group or organization.,67,r036,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,True,True,True,True,True
human,human,ADJ,concept,Relating to humankind,67,r028,False,False,False,False,True,False,False,True,False,False,False,False,True,True,True,True,False,True,True,True,True
family,family,NOUN,Technical Term,Social unit,67,r019,False,False,True,False,False,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True
foundation,foundation,NOUN,technical term,"Base, principle upon which something is built",67,r022,False,False,False,False,True,False,False,False,True,False,False,True,False,True,True,True,True,True,True,True,True
freedom,freedom,NOUN,concept,"Liberty, autonomy",67,r023,False,False,True,False,True,False,True,False,True,False,True,False,True,True,True,True,True,True,False,True,True
justice,justice,NOUN,technical term,moral fairness,67,r031,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,True,True,True,True
peace,peace,NOUN,Technical Term,Desired state of absence of conflict,67,r041,False,False,False,False,False,True,True,False,False,False,False,True,True,False,True,False,True,True,True,False,True
world,world,NOUN, organization name,the global community or sphere of human existence.,67,r064,False,False,False,False,False,True,False,False,False,False,True,True,False,True,True,True,True,True,True,True,True
disregard,disregard,NOUN,Technical Term,Neglect of societal values,67,r014,False,False,False,False,True,False,True,False,False,True,False,False,False,True,True,True,False,True,True,True,True
contempt,contempt,NOUN,Technical Term,Expression for societal issue,67,r011,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False,True,True,False,True,True,True
human,human,ADJ,concept,Relating to humankind,67,r028,False,False,False,False,True,False,False,True,False,False,False,False,True,True,True,True,False,True,True,True,True
right,rights,NOUN,technical term,an entitlement or legal privilege guaranteed by law,67,r055,False,False,True,False,True,False,False,False,True,False,True,False,True,True,True,False,False,True,True,True,True
result,resulted,VERB,technical term,to produce something as a consequence of an action or process,67,r054,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True
barbarous,barbarous,ADJ,technical term,"Primitive, Cruel",67,r005,False,False,False,False,False,False,False,True,True,True,False,False,True,True,True,True,False,True,True,True,True
act,acts,NOUN,technical term,"Action, Deed",67,r002,False,False,False,False,False,False,False,True,False,True,True,False,True,True,True,True,False,True,True,True,True
outrage,outraged,VERB,high-level concept,to cause disgust or anger,67,r040,False,False,True,False,False,False,False,False,False,True,True,True,True,False,False,True,False,True,True,True,True
conscience,conscience,NOUN,technical term,"Morality, Awareness",67,r010,False,False,False,True,False,False,False,True,False,True,False,True,False,True,True,True,True,True,True,True,True
mankind,mankind,NOUN,organization name,all humanity,67,r035,False,False,False,True,False,False,False,False,False,False,True,True,True,False,False,True,True,True,True,True,True
advent,advent,NOUN,technical term,"Arrival, Coming",67,r003,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,False,True,True,True,True,True
world,world,NOUN, organization name,the global community or sphere of human existence.,67,r064,False,False,False,False,False,True,False,False,False,False,True,True,False,True,True,True,True,True,True,True,True
human,human,ADJ,concept,Relating to humankind,67,r028,False,False,False,False,True,False,False,True,False,False,False,False,True,True,True,True,False,True,True,True,True
being,beings,NOUN,individual name,"Person, Existence",67,r006,False,False,False,False,False,False,True,False,False,True,True,True,False,False,True,True,True,True,True,True,True
enjoy,enjoy,VERB,,,67,r016,False,False,False,False,True,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True
freedom,freedom,NOUN,concept,"Liberty, autonomy",67,r023,False,False,True,False,True,False,True,False,True,False,True,False,True,True,True,True,True,True,False,True,True
speech,speech,NOUN,technical term,"the act of communicating through words, either spoken or written",67,r057,False,False,False,True,False,False,False,True,False,False,True,False,True,False,True,True,False,True,True,True,True
belief,belief,NOUN,technical term,"Conviction, Faith",67,r007,False,False,False,True,True,False,True,False,False,True,False,True,False,True,True,True,True,True,False,True,True
freedom,freedom,NOUN,concept,"Liberty, autonomy",67,r023,False,False,True,False,True,False,True,False,True,False,True,False,True,True,True,True,True,True,False,True,True
fear,fear,NOUN,Technical Term,Factor inhibiting societal progress,67,r020,False,False,False,False,True,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True
want,want,VERB,organization name,to lack something considered essential.,67,r063,False,False,False,False,False,False,True,True,False,True,False,False,True,True,True,True,True,True,True,True,True
proclaim,proclaimed,VERB,Technical Term,Officially state something,67,r044,False,False,False,False,False,False,False,False,True,True,False,True,True,True,True,True,True,True,True,True,True
high,highest,ADJ,concept,"Elevated, significant",67,r027,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,True,True
aspiration,aspiration,NOUN,technical term,"Desire, Ambition",67,r004,False,False,False,False,False,True,True,False,False,False,False,True,False,True,True,True,True,True,False,True,True
