lemma,word,part_of_speech,category,meaning,question_id,code,p_0_masked,p_5_masked,p_10_masked,p_15_masked,p_20_masked,p_25_masked,p_30_masked,p_35_masked,p_40_masked,p_45_masked,p_50_masked,p_55_masked,p_60_masked,p_65_masked,p_70_masked,p_75_masked,p_80_masked,p_85_masked,p_90_masked,p_95_masked,p_100_masked
meet,meet,VERB,General Action,To come together at or to the same place,16576,r009,False,True,False,True,False,True,False,False,False,False,False,True,True,False,True,True,False,True,True,True,True
time,time,NOUN,technical term,duration,16576,r021,False,False,False,False,False,False,True,False,True,True,False,True,True,False,True,False,True,True,True,True,True
anywhere,anywhere,ADV,Location,In any place or direction,16576,r003,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False,True,True,True,True,True,True
track,track,NOUN,technical term,circuit for running or moving,16576,r022,False,False,False,False,True,False,True,False,False,False,True,True,True,False,False,True,True,True,True,True,True
length,length,NOUN,general concept,The extent of something's size or length,16576,r007,False,False,False,False,False,False,True,True,False,False,False,True,True,True,True,True,True,False,True,True,True
track,track,NOUN,technical term,circuit for running or moving,16576,r022,False,False,False,False,True,False,True,False,False,False,True,True,True,False,False,True,True,True,True,True,True
relative,relative,ADJ,,Comparison,16576,r014,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,True,True,True,True,True
speed,speed,NOUN,Technical Term,Velocity,16576,r018,False,False,False,False,False,False,True,True,True,True,False,True,True,True,False,False,True,True,True,True,True
27 second,27 seconds,NUM,TIME,,16576,r002,False,False,True,False,True,False,False,False,False,False,False,True,True,False,True,True,True,False,True,True,True
=,=,NOUN,Other,Represents equality or equivalence.,73670,r002,False,False,False,False,False,False,True,True,True,False,True,True,False,False,False,True,False,True,True,True,True
=,=,PROPN,Other,Represents equality or equivalence.,73670,r002,False,False,False,False,False,False,True,True,True,False,True,True,False,False,False,True,False,True,True,True,True
speed,Speed,NOUN,Technical Term,Measure of how fast something is moving,59278,r015,False,False,True,True,False,True,False,False,True,False,False,True,True,False,True,False,True,True,True,False,True
m,m,PROPN,Individual Name,Unit of measurement,59278,r011,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,True,False,True,False,True,True
sec,sec,PROPN,ORG,Abbreviation for seconds,59278,r014,False,False,True,False,True,True,True,False,False,True,False,True,True,True,True,True,True,True,True,True,True
=,=,PROPN,,Comparison,59278,r002,False,False,False,False,False,False,True,True,False,False,True,False,False,True,True,False,True,True,True,True,True
m,m,PROPN,Individual Name,Unit of measurement,59278,r011,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,True,False,True,False,True,True
sec,sec,PROPN,ORG,Abbreviation for seconds,59278,r014,False,False,True,False,True,True,True,False,False,True,False,True,True,True,True,True,True,True,True,True,True
Time,Time,PROPN,TIME,Concept of duration,59278,r003,False,False,False,False,True,False,True,False,True,True,False,True,True,False,False,True,False,True,True,True,True
=,=,PROPN,,Comparison,59278,r002,False,False,False,False,False,False,True,True,False,False,True,False,False,True,True,False,True,True,True,True,True
sec,sec,PROPN,ORG,Abbreviation for seconds,59278,r014,False,False,True,False,True,True,True,False,False,True,False,True,True,True,True,True,True,True,True,True,True
let,Let,VERB,,Allowance,59278,r009,False,False,False,False,True,False,False,False,False,False,True,False,True,True,True,True,True,False,True,True,True
length,length,NOUN,,Dimension,59278,r008,False,False,False,False,False,False,False,False,True,True,True,False,True,True,True,True,True,True,True,True,True
bridge,bridge,NOUN,,Structure,59278,r005,False,True,False,True,False,True,False,True,True,True,True,False,False,True,True,True,False,True,False,True,True
be,be,VERB,,Existence,59278,r004,False,False,False,False,False,False,True,True,False,True,False,True,False,True,False,True,True,True,True,True,True
metre,metres,NOUN,Technical Term,Unit of length,59278,r013,False,False,False,False,False,False,False,True,True,False,True,True,True,False,True,False,False,False,True,True,True
then,Then,ADV,General,Indicates a sequence of events,59278,r016,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,False,True,True,True,True,True
x)/30,x)/30,PROPN,Technical Term,Mathematical representation of a variable,59278,r019,False,False,False,False,False,True,True,True,False,True,False,True,False,True,True,True,True,True,True,True,True
=,=,VERB,,Comparison,59278,r002,False,False,False,False,False,False,True,True,False,False,True,False,False,True,True,False,True,True,True,True,True
=,=,NOUN,,Comparison,59278,r002,False,False,False,False,False,False,True,True,False,False,True,False,False,True,True,False,True,True,True,True,True
m.,m.,NOUN,Technical Term,Abbreviation for meters,59278,r012,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,True,True,True,True
simply,simply,ADV,,In a manner that is straightforward or uncomplicated,61759,r017,False,False,True,True,True,False,False,True,True,False,False,True,True,False,True,True,True,True,True,True,True
look,looked,VERB,  ,examine,61759,r006,False,False,False,False,False,False,False,True,True,True,False,True,True,True,False,True,True,True,True,True,True
different,different,ADJ,  ,variation,61759,r002,False,False,False,False,False,True,True,True,True,False,False,True,True,True,True,False,True,True,True,True,True
possible,possible,ADJ,Technical Term,Able to occur or be achieved,61759,r012,False,True,True,False,False,False,True,False,False,False,False,False,True,True,True,False,False,True,False,True,True
score,scores,NOUN,Technical Term,A numerical value obtained in a test or assessment,61759,r015,False,False,False,True,False,False,False,False,False,True,False,True,True,True,True,True,True,True,True,True,True
individual,individual,ADJ,  ,unique instance,61759,r005,False,False,False,False,False,True,False,False,True,True,True,False,False,False,False,True,True,True,True,True,True
test,test,NOUN,Technical Term,An assessment intended to measure knowledge or skill,61759,r020,False,False,False,False,False,True,False,False,False,False,False,True,True,True,True,False,True,True,True,True,True
have,have,VERB,  ,possession,61759,r004,False,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,True,True,True,True
find,find,VERB,  ,discover,61759,r003,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,True,True,False,True,True,True
minimum,minimum,ADJ,  ,least amount,61759,r009,False,False,False,False,False,True,True,False,False,False,False,True,True,False,True,True,True,True,True,True,True
range,range,NOUN,Technical Term,A set of values within which something falls,61759,r014,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,False,False,True
find,find,NOUN,  ,discover,61759,r003,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,True,True,False,True,True,True
minimum,minimum,ADJ,  ,least amount,61759,r009,False,False,False,False,False,True,True,False,False,False,False,True,True,False,True,True,True,True,True,True,True
range,range,NOUN,Technical Term,A set of values within which something falls,61759,r014,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,False,False,True
have,have,VERB,  ,possession,61759,r004,False,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,True,True,True,True
make,make,VERB,  ,construct,61759,r007,False,False,False,True,False,False,False,True,False,False,True,False,True,True,True,True,True,True,True,True,True
set,set,NOUN,Technical Term,A collection of items or things,61759,r016,False,False,False,False,False,False,True,False,False,True,True,False,False,True,True,True,True,True,True,True,True
score,scores,NOUN,Technical Term,A numerical value obtained in a test or assessment,61759,r015,False,False,False,True,False,False,False,False,False,True,False,True,True,True,True,True,True,True,True,True,True
as,as,ADV,  ,comparison,61759,r001,False,False,False,False,False,False,False,False,True,False,False,True,True,False,True,True,True,True,True,True,True
small,small,ADJ,,Of relatively little size or extent,61759,r018,False,False,False,False,True,False,True,True,False,False,True,False,True,True,False,True,True,True,True,True,True
possible,possible,ADJ,Technical Term,Able to occur or be achieved,61759,r012,False,True,True,False,False,False,True,False,False,False,False,False,True,True,True,False,False,True,False,True,True
mean,means,VERB,  ,indicate,61759,r008,False,False,False,False,False,True,True,False,False,True,False,False,False,True,True,True,True,True,True,True,True
score,scores,NOUN,Technical Term,A numerical value obtained in a test or assessment,61759,r015,False,False,False,True,False,False,False,False,False,True,False,True,True,True,True,True,True,True,True,True,True
individual,individual,ADJ,  ,unique instance,61759,r005,False,False,False,False,False,True,False,False,True,True,True,False,False,False,False,True,True,True,True,True,True
person,person,NOUN,Individual Name,A human being,61759,r011,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,True,False,True,True,True
cost,Cost,NOUN,TECHNICAL TERM,Expenditure Involved in Production or Acquisition of Something,37815,r009,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True,True,True
price,Price,NOUN,,,37815,r012,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True,True,True,True,True
1800,1800,NUM,MONEY,Financial Value,37815,r002,False,False,False,False,False,False,False,True,True,False,False,True,False,True,True,False,True,True,False,True,True
profit,Profit,NOUN,,Financial gain,37815,r013,False,False,False,False,False,False,True,True,True,False,True,True,True,False,True,True,True,True,True,True,True
220,220,NUM,MONEY,Financial Value,37815,r004,False,False,True,False,True,False,False,False,False,True,False,False,True,True,True,False,True,True,True,True,True
Selling,Selling,PROPN,ACTION,Transaction Involving Exchange of Goods or Services,37815,r008,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,True,True,True,False,True,True
price,Price,NOUN,,,37815,r012,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True,True,True,True,True
cost,Cost,NOUN,TECHNICAL TERM,Expenditure Involved in Production or Acquisition of Something,37815,r009,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True,True,True
Price,Price,PROPN,TECHNICAL TERM,Monetary Value Associated with Goods or Services,37815,r005,False,False,False,False,False,True,False,False,False,True,False,False,True,True,True,False,True,False,True,True,True
+,+,PROPN,TECHNICAL TERM,Mathematical Operation,37815,r001,False,False,False,False,True,False,False,False,True,False,True,True,True,True,False,True,True,True,True,True,True
Profit,Profit,PROPN,TECHNICAL TERM,Financial Gain,37815,r006,False,False,True,False,False,True,True,True,False,True,False,True,True,False,True,True,True,True,True,True,True
Selling,Selling,PROPN,ACTION,Transaction Involving Exchange of Goods or Services,37815,r008,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,True,True,True,False,True,True
Price,Price,PROPN,TECHNICAL TERM,Monetary Value Associated with Goods or Services,37815,r005,False,False,False,False,False,True,False,False,False,True,False,False,True,True,True,False,True,False,True,True,True
2020,2020,NUM,MONEY,Financial Value,37815,r003,False,False,False,True,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True
answer,Answer,NOUN,technical term,Solution or result,581,r002,False,False,False,False,True,True,True,True,False,False,True,True,True,False,True,True,False,True,True,True,True
number,Number,NOUN,technical term,quantity,50449,r008,False,False,False,False,True,False,True,True,False,True,True,True,True,False,True,True,True,True,False,True,True
man,men,NOUN,individual name,adult male,50449,r007,False,False,False,True,False,False,True,True,False,True,True,True,True,True,True,True,False,True,True,True,True
colony,colony,NOUN,organization name,settlement of people living together in a particular place,50449,r003,False,False,False,False,False,True,False,False,True,True,True,False,True,True,False,True,True,True,True,True,True
=,=,NOUN,technical term,equality,50449,r002,False,False,False,False,True,False,False,True,False,False,False,True,True,True,True,False,False,True,True,True,True
*,*,NOUN,technical term,multiplication,50449,r001,False,False,True,False,False,False,True,False,True,False,True,True,False,False,False,True,True,True,True,True,True
number,Number,NOUN,technical term,quantity,50449,r008,False,False,False,False,True,False,True,True,False,True,True,True,True,False,True,True,True,True,False,True,True
woman,women,NOUN,Individual Name,Female human being,50449,r015,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,True,True,False,True
colony,colony,NOUN,organization name,settlement of people living together in a particular place,50449,r003,False,False,False,False,False,True,False,False,True,True,True,False,True,True,False,True,True,True,True,True,True
=,=,NOUN,technical term,equality,50449,r002,False,False,False,False,True,False,False,True,False,False,False,True,True,True,True,False,False,True,True,True,True
*,*,NOUN,technical term,multiplication,50449,r001,False,False,True,False,False,False,True,False,True,False,True,True,False,False,False,True,True,True,True,True,True
number,Number,NOUN,technical term,quantity,50449,r008,False,False,False,False,True,False,True,True,False,True,True,True,True,False,True,True,True,True,False,True,True
educate,educated,VERB,technical term,to give knowledge or instruction,50449,r004,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,True,True,True,True
woman,women,NOUN,Individual Name,Female human being,50449,r015,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,True,True,False,True
colony,colony,NOUN,organization name,settlement of people living together in a particular place,50449,r003,False,False,False,False,False,True,False,False,True,True,True,False,True,True,False,True,True,True,True,True,True
=,=,NOUN,technical term,equality,50449,r002,False,False,False,False,True,False,False,True,False,False,False,True,True,True,True,False,False,True,True,True,True
*,*,NOUN,technical term,multiplication,50449,r001,False,False,True,False,False,False,True,False,True,False,True,True,False,False,False,True,True,True,True,True,True
number,Number,NOUN,technical term,quantity,50449,r008,False,False,False,False,True,False,True,True,False,True,True,True,True,False,True,True,True,True,False,True,True
uneducated,uneducated,ADJ,Technical Term,Lacking formal education,50449,r014,False,False,True,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True
woman,women,NOUN,Individual Name,Female human being,50449,r015,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,True,True,False,True
colony,colony,NOUN,organization name,settlement of people living together in a particular place,50449,r003,False,False,False,False,False,True,False,False,True,True,True,False,True,True,False,True,True,True,True,True,True
=,=,NOUN,technical term,equality,50449,r002,False,False,False,False,True,False,False,True,False,False,False,True,True,True,True,False,False,True,True,True,True
number,Number,NOUN,technical term,quantity,50449,r008,False,False,False,False,True,False,True,True,False,True,True,True,True,False,True,True,True,True,False,True,True
educate,educated,VERB,technical term,to give knowledge or instruction,50449,r004,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,True,True,True,True
person,persons,NOUN,organization name,human being,50449,r009,False,False,False,True,False,True,True,False,True,True,True,True,True,True,False,False,True,True,True,True,True
colony,colony,NOUN,organization name,settlement of people living together in a particular place,50449,r003,False,False,False,False,False,True,False,False,True,True,True,False,True,True,False,True,True,True,True,True,True
=,=,NOUN,technical term,equality,50449,r002,False,False,False,False,True,False,False,True,False,False,False,True,True,True,True,False,False,True,True,True,True
female,females,NOUN,individual name,woman,50449,r005,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True
educate,educated,VERB,technical term,to give knowledge or instruction,50449,r004,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,True,True,True,True
remain,remaining,VERB,Action,Continue to exist,50449,r011,False,False,False,False,False,True,False,False,False,False,False,True,True,False,True,True,True,True,True,True,True
educate,educated,VERB,technical term,to give knowledge or instruction,50449,r004,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,True,True,True,True
person,persons,NOUN,organization name,human being,50449,r009,False,False,False,True,False,True,True,False,True,True,True,True,True,True,False,False,True,True,True,True,True
man,men,NOUN,individual name,adult male,50449,r007,False,False,False,True,False,False,True,True,False,True,True,True,True,True,True,True,False,True,True,True,True
number,Number,NOUN,technical term,quantity,50449,r008,False,False,False,False,True,False,True,True,False,True,True,True,True,False,True,True,True,True,False,True,True
uneducated,uneducated,ADJ,Technical Term,Lacking formal education,50449,r014,False,False,True,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True
man,men,NOUN,individual name,adult male,50449,r007,False,False,False,True,False,False,True,True,False,True,True,True,True,True,True,True,False,True,True,True,True
colony,colony,NOUN,organization name,settlement of people living together in a particular place,50449,r003,False,False,False,False,False,True,False,False,True,True,True,False,True,True,False,True,True,True,True,True,True
=,=,NOUN,technical term,equality,50449,r002,False,False,False,False,True,False,False,True,False,False,False,True,True,True,True,False,False,True,True,True,True
number,Number,NOUN,technical term,quantity,50449,r008,False,False,False,False,True,False,True,True,False,True,True,True,True,False,True,True,True,True,False,True,True
educate,educated,VERB,technical term,to give knowledge or instruction,50449,r004,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,True,True,True,True
man,men,NOUN,individual name,adult male,50449,r007,False,False,False,True,False,False,True,True,False,True,True,True,True,True,True,True,False,True,True,True,True
uneducated,uneducated,ADJ,Technical Term,Lacking formal education,50449,r014,False,False,True,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True
man,men,NOUN,individual name,adult male,50449,r007,False,False,False,True,False,False,True,True,False,True,True,True,True,True,True,True,False,True,True,True,True
ratio,ratio,NOUN,technical term,comparison of quantities,50449,r010,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,True,True,False,True,True,True
original,Original,ADJ,,,88412,r008,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True,True,False,True,True,True,True
visual,visual,ADJ,technical term,Related to sight or vision,88412,r014,False,False,False,False,True,False,True,False,True,True,False,False,True,True,False,True,True,True,True,True,True
range,range,NOUN,technical term,Measurement of distance visual,88412,r011,False,False,False,False,False,False,True,True,False,True,True,True,False,True,True,True,True,True,True,True,True
=,=,VERB,,,88412,r001,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,True,True,True,True,True
new,New,ADJ,,,88412,r007,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,True,True,False,True,True
visual,visual,ADJ,technical term,Related to sight or vision,88412,r014,False,False,False,False,True,False,True,False,True,True,False,False,True,True,False,True,True,True,True,True,True
range,range,NOUN,technical term,Measurement of distance visual,88412,r011,False,False,False,False,False,False,True,True,False,True,True,True,False,True,True,True,True,True,True,True,True
=,=,PROPN,,,88412,r001,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,True,True,True,True,True
km,km,NOUN,Technical Term,Kilometer used as unit of distance,88412,r005,False,False,False,False,False,False,False,False,True,True,True,True,False,True,True,True,True,True,True,True,True
Percent,Percent,PROPN,,,88412,r002,False,True,False,True,False,True,True,True,False,False,True,True,True,True,False,False,False,True,True,True,True
increase,increase,NOUN,,,88412,r004,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,False,True
visual,visual,ADJ,technical term,Related to sight or vision,88412,r014,False,False,False,False,True,False,True,False,True,True,False,False,True,True,False,True,True,True,True,True,True
range,range,NOUN,technical term,Measurement of distance visual,88412,r011,False,False,False,False,False,False,True,True,False,True,True,True,False,True,True,True,True,True,True,True,True
use,using,VERB, ,Employ for specific purpose,88412,r013,False,False,True,False,False,False,False,False,True,True,True,True,True,False,True,True,True,True,True,True,True
telescope,telescope,NOUN,technical term,Instrument used to see faraway objects,88412,r012,False,False,False,False,False,False,False,True,True,True,True,False,False,True,True,False,True,True,True,True,True
=,=,NOUN,,,88412,r001,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,True,True,True,True,True
come,comes,VERB,,,76766,r003,False,False,False,False,True,False,True,True,False,False,False,True,True,True,True,True,True,True,True,True,True
average,averages,NOUN,Technical Term,"Central Tendency, Value Calculation",76766,r002,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,True,True
know,know,VERB,,,76766,r009,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True,True,True,True,False,True
thataverage,thataverage,NOUN,higher-level concept,An expression representing an average value,76766,r024,False,False,True,False,True,False,True,True,True,False,True,True,True,False,True,False,True,True,True,True,True
value,value,NOUN,technical term,"An amount, measurement, or quality considered important or meaningful",76766,r026,False,False,True,False,False,False,False,True,True,True,True,True,True,False,False,True,True,True,False,True,True
=,=,NOUN,Technical Term,"Assigment, Comparison",76766,r001,False,False,False,False,False,False,True,False,False,False,True,True,False,True,True,True,True,True,True,True,True
sum,sum,NOUN,technical term,The total amount or result of combining quantities,76766,r023,False,False,False,False,False,True,False,False,False,True,False,True,True,True,False,True,False,True,True,True,True
n,n,PROPN,Technical Term,A variable representing a count or number of items,76766,r016,False,True,False,True,False,True,True,False,False,False,False,True,False,False,True,True,True,True,True,True,True
values)/n,values)/n,PROPN,GPE,(Not applicable),76766,r028,False,False,False,False,False,False,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True
rewrite,rewrite,VERB,technical term,To modify or express something in a different way,76766,r021,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,True,True,True,True
useful,useful,ADJ,higher-level concept,Beneficial or helpful,76766,r025,False,False,False,False,False,False,False,True,False,True,True,True,True,True,False,True,True,True,True,True,True
formula,formula,NOUN,Technical Term,Mathematical Representation,76766,r005,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False,False,True,True,True,True
sum,sum,NOUN,technical term,The total amount or result of combining quantities,76766,r023,False,False,False,False,False,True,False,False,False,True,False,True,True,True,False,True,False,True,True,True,True
n,n,NOUN,Technical Term,A variable representing a count or number of items,76766,r016,False,True,False,True,False,True,True,False,False,False,False,True,False,False,True,True,True,True,True,True,True
value,values,NOUN,technical term,"An amount, measurement, or quality considered important or meaningful",76766,r026,False,False,True,False,False,False,False,True,True,True,True,True,True,False,False,True,True,True,False,True,True
=,=,VERB,Technical Term,"Assigment, Comparison",76766,r001,False,False,False,False,False,False,True,False,False,False,True,True,False,True,True,True,True,True,True,True,True
average,average,ADJ,Technical Term,"Central Tendency, Value Calculation",76766,r002,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,True,True
value)(n,value)(n,NOUN,higher-level concept,A specific value represented as a product of average and quantity,76766,r027,False,False,False,False,False,False,False,False,True,False,True,True,False,True,True,False,True,True,True,True,True
average,average,NOUN,Technical Term,"Central Tendency, Value Calculation",76766,r002,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,True,True
integer,integers,NOUN,Technical Term,Non-Fractional Whole Number,76766,r008,False,False,False,False,False,True,False,True,False,False,False,False,True,True,True,True,True,True,True,True,True
so,So,ADV,higher-level concept,"Therefore, consequently",76766,r022,False,False,False,False,False,False,False,False,False,True,True,False,True,True,True,True,False,True,True,True,True
sum,sum,NOUN,technical term,The total amount or result of combining quantities,76766,r023,False,False,False,False,False,True,False,False,False,True,False,True,True,True,False,True,False,True,True,True,True
integer,integers,NOUN,Technical Term,Non-Fractional Whole Number,76766,r008,False,False,False,False,False,True,False,True,False,False,False,False,True,True,True,True,True,True,True,True,True
=,=,PROPN,Technical Term,"Assigment, Comparison",76766,r001,False,False,False,False,False,False,True,False,False,False,True,True,False,True,True,True,True,True,True,True,True
=,=,VERB,Technical Term,"Assigment, Comparison",76766,r001,False,False,False,False,False,False,True,False,False,False,True,True,False,True,True,True,True,True,True,True,True
average,average,NOUN,Technical Term,"Central Tendency, Value Calculation",76766,r002,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,True,True
integer,integers,NOUN,Technical Term,Non-Fractional Whole Number,76766,r008,False,False,False,False,False,True,False,True,False,False,False,False,True,True,True,True,True,True,True,True,True
so,So,ADV,higher-level concept,"Therefore, consequently",76766,r022,False,False,False,False,False,False,False,False,False,True,True,False,True,True,True,True,False,True,True,True,True
sum,sum,NOUN,technical term,The total amount or result of combining quantities,76766,r023,False,False,False,False,False,True,False,False,False,True,False,True,True,True,False,True,False,True,True,True,True
integer,integers,NOUN,Technical Term,Non-Fractional Whole Number,76766,r008,False,False,False,False,False,True,False,True,False,False,False,False,True,True,True,True,True,True,True,True,True
=,=,PROPN,Technical Term,"Assigment, Comparison",76766,r001,False,False,False,False,False,False,True,False,False,False,True,True,False,True,True,True,True,True,True,True,True
=,=,VERB,Technical Term,"Assigment, Comparison",76766,r001,False,False,False,False,False,False,True,False,False,False,True,True,False,True,True,True,True,True,True,True,True
so,So,ADV,higher-level concept,"Therefore, consequently",76766,r022,False,False,False,False,False,False,False,False,False,True,True,False,True,True,True,True,False,True,True,True,True
sum,sum,NOUN,technical term,The total amount or result of combining quantities,76766,r023,False,False,False,False,False,True,False,False,False,True,False,True,True,True,False,True,False,True,True,True,True
remain,REMAINING,VERB,Technical Term,To stay or continue in a particular state or location,76766,r020,False,False,False,True,False,True,False,False,True,False,True,False,True,True,True,True,True,False,True,True,True
integer,integers,NOUN,Technical Term,Non-Fractional Whole Number,76766,r008,False,False,False,False,False,True,False,True,False,False,False,False,True,True,True,True,True,True,True,True,True
=,=,PROPN,Technical Term,"Assigment, Comparison",76766,r001,False,False,False,False,False,False,True,False,False,False,True,True,False,True,True,True,True,True,True,True,True
sum,sum,NOUN,technical term,The total amount or result of combining quantities,76766,r023,False,False,False,False,False,True,False,False,False,True,False,True,True,True,False,True,False,True,True,True,True
remain,REMAINING,VERB,Technical Term,To stay or continue in a particular state or location,76766,r020,False,False,False,True,False,True,False,False,True,False,True,False,True,True,True,True,True,False,True,True,True
integer,integers,NOUN,Technical Term,Non-Fractional Whole Number,76766,r008,False,False,False,False,False,True,False,True,False,False,False,False,True,True,True,True,True,True,True,True,True
want,want,VERB,higher-level concept,To desire or wish for something,76766,r029,False,False,True,True,True,True,True,True,True,False,False,True,True,True,True,True,False,True,True,True,True
minimize,minimize,VERB,Technical Term,To reduce or make as small as possible,76766,r015,False,False,False,False,False,False,False,False,True,True,True,True,True,False,True,True,True,True,True,True,True
value,value,NOUN,technical term,"An amount, measurement, or quality considered important or meaningful",76766,r026,False,False,True,False,False,False,False,True,True,True,True,True,True,False,False,True,True,True,False,True,True
maximize,MAXIMIZE,VERB,Technical Term,To increase or enlarge to the greatest extent possible,76766,r012,False,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False,True,True,False,True,True
other,other,ADJ,Technical Term,Different from the one(s) mentioned previously,76766,r018,False,False,False,True,False,False,False,False,True,True,False,True,True,False,True,False,True,True,True,True,True
value,value,NOUN,technical term,"An amount, measurement, or quality considered important or meaningful",76766,r026,False,False,True,False,False,False,False,True,True,True,True,True,True,False,False,True,True,True,False,True,True
maximum,maximum,ADJ,Technical Term,"The largest or highest value, amount, or degree",76766,r013,False,False,False,False,False,False,False,False,True,True,False,False,True,False,True,True,True,True,True,True,True
value,value,NOUN,technical term,"An amount, measurement, or quality considered important or meaningful",76766,r026,False,False,True,False,False,False,False,True,True,True,True,True,True,False,False,True,True,True,False,True,True
so,so,ADV,higher-level concept,"Therefore, consequently",76766,r022,False,False,False,False,False,False,False,False,False,True,True,False,True,True,True,True,False,True,True,True,True
let,let,VERB,Technical Term,To assign a value to a variable,76766,r011,False,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True,False,True,True,True
integ,integer,ADJ,Technical Term,Whole Number,76766,r007,False,False,False,False,True,False,True,True,False,False,False,True,False,True,True,True,True,True,True,True,True
=,=,PROPN,Technical Term,"Assigment, Comparison",76766,r001,False,False,False,False,False,False,True,False,False,False,True,True,False,True,True,True,True,True,True,True,True
mean,means,VERB,Technical Term,To find the average (arithmetic mean) of a set of numbers,76766,r014,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,True,True,True,True
other,other,ADJ,Technical Term,Different from the one(s) mentioned previously,76766,r018,False,False,False,True,False,False,False,False,True,True,False,True,True,False,True,False,True,True,True,True,True
equal,equal,VERB,Technical Term,Quantitative Equivalence,76766,r004,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True
area,Area,NOUN,technical term,Two-dimensional extent,95459,r002,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,True,True,True,True,True
circle,circle,NOUN,technical term,Round geometric shape,95459,r003,False,False,False,False,True,False,False,True,True,False,False,False,True,True,True,True,False,True,False,True,True
=,=,PROPN,Technical Term,"Equality,",95459,r001,False,False,True,False,False,False,False,False,True,False,False,True,True,True,False,True,True,True,True,True,True
×11,×11,PROPN,technical term,Multiplication by eleven,95459,r008,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,False,True,True,True,True,True
×11,×11,PROPN,technical term,Multiplication by eleven,95459,r008,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,False,True,True,True,True,True
cm²,cm²,NOUN,technical term,"Square centimeters, unit of area",95459,r005,False,False,False,True,True,True,False,False,True,True,False,False,False,False,False,False,False,True,True,True,True
orange,oranges,NOUN,Technical Term,"Type of fruit, citrus",68778,r017,False,False,False,False,False,True,False,True,True,True,False,True,False,True,True,False,True,False,True,True,True
contain,contained,VERB,Organization Name,Hold or encompass,68778,r009,False,False,False,False,False,True,False,False,False,True,True,True,True,False,True,False,True,True,False,True,True
